,party_rk,class
26452,39444,
26453,86999,24.0
26454,15435,100.0
26455,43453,6.0
26456,29439,5.0
26457,65920,67.0
26458,32131,9.0
26459,44212,25.0
26460,53625,48.0
26461,19681,100.0
26462,93432,13.0
26463,336,105.0
26464,86945,27.0
26465,8057,27.0
26466,24121,12.0
26467,64549,85.0
26468,74651,31.0
26469,80608,29.0
26470,10267,
26471,17916,29.0
26472,82800,29.0
26473,19651,12.0
26474,68965,29.0
26475,91207,8.0
26476,39908,32.0
26477,41388,9.0
26478,67643,29.0
26479,4942,85.0
26480,12528,13.0
26481,72513,7.0
26482,71270,27.0
26483,87209,31.0
26484,20683,12.0
26485,34397,33.0
26486,94595,5.0
26487,26497,7.0
26488,49822,29.0
26489,80156,8.0
26490,83767,5.0
26491,19533,12.0
26492,49263,23.0
26493,84676,32.0
26494,1024,29.0
26495,37283,9.0
26496,54306,14.0
26497,73057,11.0
26498,28793,29.0
26499,38671,31.0
26500,82194,13.0
26501,8811,11.0
26502,20286,29.0
26503,85716,10.0
26504,5131,13.0
26505,13699,85.0
26506,31624,13.0
26507,75655,28.0
26508,87597,7.0
26509,92772,9.0
26510,6116,27.0
26511,23223,27.0
26512,62556,68.0
26513,88166,9.0
26514,64973,27.0
26515,79273,29.0
26516,71465,5.0
26517,45020,68.0
26518,64953,25.0
26519,17740,27.0
26520,26695,51.0
26521,88775,36.0
26522,60425,7.0
26523,33302,5.0
26524,76852,32.0
26525,17002,33.0
26526,45927,8.0
26527,67959,28.0
26528,3203,91.0
26529,7314,25.0
26530,50253,9.0
26531,21754,84.0
26532,36946,11.0
26533,50627,35.0
26534,75920,13.0
26535,29201,25.0
26536,32946,14.0
26537,62505,34.0
26538,77254,100.0
26539,82295,27.0
26540,87935,28.0
26541,3465,85.0
26542,32860,27.0
26543,84768,33.0
26544,34278,40.0
26545,56569,47.0
26546,48797,
26547,91980,9.0
26548,15589,5.0
26549,33311,7.0
26550,59592,29.0
26551,72944,8.0
26552,32004,29.0
26553,69962,29.0
26554,74848,47.0
26555,87346,10.0
26556,40281,69.0
26557,86063,32.0
26558,33856,25.0
26559,44366,5.0
26560,76045,29.0
26561,85239,9.0
26562,48297,4.0
26563,53363,29.0
26564,1058,95.0
26565,6724,
26566,70547,31.0
26567,78181,27.0
26568,82074,32.0
26569,40512,29.0
26570,51592,8.0
26571,91242,5.0
26572,4436,
26573,61599,3.0
26574,72617,35.0
26575,16259,100.0
26576,68289,33.0
26577,72263,28.0
26578,89759,36.0
26579,3223,100.0
26580,43542,11.0
26581,53421,36.0
26582,65405,9.0
26583,88028,51.0
26584,8521,101.0
26585,50509,33.0
26586,15298,106.0
26587,73775,13.0
26588,76679,12.0
26589,3236,101.0
26590,18279,51.0
26591,37422,5.0
26592,48305,5.0
26593,91353,7.0
26594,13047,91.0
26595,37651,68.0
26596,46863,27.0
26597,50484,20.0
26598,50738,27.0
26599,4094,14.0
26600,12678,82.0
26601,30065,10.0
26602,54739,7.0
26603,64002,100.0
26604,76892,33.0
26605,35182,68.0
26606,57787,67.0
26607,68043,33.0
26608,72673,105.0
26609,1525,100.0
26610,20174,31.0
26611,24185,85.0
26612,73072,6.0
26613,90054,7.0
26614,9080,91.0
26615,55244,
26616,4530,101.0
26617,37988,9.0
26618,22554,12.0
26619,31569,27.0
26620,80587,32.0
26621,5331,14.0
26622,9018,91.0
26623,26272,34.0
26624,50195,35.0
26625,57895,29.0
26626,427,104.0
26627,9588,104.0
26628,38577,13.0
26629,61896,122.0
26630,7477,124.0
26631,43406,9.0
26632,6302,
26633,9517,104.0
26634,70841,12.0
26635,86607,10.0
26636,36834,33.0
26637,79757,29.0
26638,1922,31.0
26639,28373,7.0
26640,64681,9.0
26641,5894,31.0
26642,21581,27.0
26643,26427,32.0
26644,30496,33.0
26645,87577,14.0
26646,56362,33.0
26647,66944,5.0
26648,337,29.0
26649,15763,5.0
26650,28506,27.0
26651,38297,29.0
26652,47053,11.0
26653,50789,24.0
26654,5911,31.0
26655,32100,25.0
26656,91678,12.0
26657,8987,100.0
26658,27177,33.0
26659,51374,11.0
26660,85055,8.0
26661,87127,29.0
26662,88790,23.0
26663,23963,31.0
26664,89292,16.0
26665,77282,11.0
26666,87997,
26667,9628,13.0
26668,28359,100.0
26669,4700,19.0
26670,8446,31.0
26671,39058,29.0
26672,71614,32.0
26673,20018,
26674,51150,85.0
26675,91700,100.0
26676,77040,36.0
26677,86889,12.0
26678,60829,29.0
26679,84146,100.0
26680,89309,91.0
26681,26216,28.0
26682,58193,7.0
26683,65240,49.0
26684,3121,
26685,2729,106.0
26686,22569,87.0
26687,61315,33.0
26688,68190,
26689,81109,27.0
26690,2710,15.0
26691,20075,124.0
26692,41116,29.0
26693,59800,5.0
26694,77564,
26695,71169,7.0
26696,87363,64.0
26697,71250,27.0
26698,82390,32.0
26699,94335,46.0
26700,39002,100.0
26701,74888,104.0
26702,87404,29.0
26703,21822,71.0
26704,39340,25.0
26705,62139,13.0
26706,73006,29.0
26707,4647,34.0
26708,60451,9.0
26709,68918,31.0
26710,13700,7.0
26711,52925,27.0
26712,68942,11.0
26713,17080,7.0
26714,28933,12.0
26715,62198,97.0
26716,67150,16.0
26717,18641,85.0
26718,31894,29.0
26719,37593,29.0
26720,87819,27.0
26721,23137,9.0
26722,81501,16.0
26723,86682,43.0
26724,17991,40.0
26725,38081,30.0
26726,86534,48.0
26727,41282,29.0
26728,86899,8.0
26729,30978,10.0
26730,33974,31.0
26731,40370,34.0
26732,14535,47.0
26733,73134,26.0
26734,8882,18.0
26735,26011,33.0
26736,49991,11.0
26737,92445,33.0
26738,54312,
26739,80502,11.0
26740,4528,33.0
26741,1248,117.0
26742,58536,28.0
26743,46865,9.0
26744,18065,90.0
26745,23281,100.0
26746,35373,32.0
26747,84729,9.0
26748,26555,97.0
26749,65674,35.0
26750,50413,32.0
26751,91967,29.0
26752,34681,25.0
26753,46937,29.0
26754,52126,46.0
26755,69814,27.0
26756,7255,11.0
26757,26229,8.0
26758,65408,33.0
26759,74632,12.0
26760,89448,100.0
26761,23629,100.0
26762,34123,25.0
26763,57086,23.0
26764,16397,9.0
26765,66429,9.0
26766,72742,28.0
26767,21342,16.0
26768,28683,32.0
26769,86440,12.0
26770,77679,100.0
26771,84266,9.0
26772,30708,29.0
26773,58563,13.0
26774,12333,124.0
26775,19089,11.0
26776,88601,32.0
26777,29352,27.0
26778,37368,29.0
26779,48311,35.0
26780,52145,
26781,52639,
26782,55913,5.0
26783,60839,7.0
26784,74465,31.0
26785,81455,31.0
26786,85878,34.0
26787,3231,76.0
26788,35293,32.0
26789,63947,33.0
26790,5744,100.0
26791,36276,28.0
26792,4217,33.0
26793,31292,29.0
26794,35210,27.0
26795,55637,28.0
26796,74072,27.0
26797,40306,15.0
26798,85170,89.0
26799,64832,12.0
26800,75207,70.0
26801,81800,31.0
26802,20876,89.0
26803,35789,15.0
26804,70069,66.0
26805,27295,100.0
26806,24395,28.0
26807,80705,28.0
26808,9541,
26809,24504,100.0
26810,44510,29.0
26811,75626,33.0
26812,81298,7.0
26813,31158,33.0
26814,47190,28.0
26815,69102,29.0
26816,90029,30.0
26817,23,35.0
26818,9486,8.0
26819,73668,23.0
26820,67598,12.0
26821,129,100.0
26822,65214,7.0
26823,70442,3.0
26824,78167,29.0
26825,30915,9.0
26826,85905,24.0
26827,89970,32.0
26828,61032,38.0
26829,63726,32.0
26830,11334,87.0
26831,54290,28.0
26832,72761,12.0
26833,4869,104.0
26834,84938,11.0
26835,50776,7.0
26836,2186,15.0
26837,16410,13.0
26838,32826,29.0
26839,37919,24.0
26840,52462,29.0
26841,92570,28.0
26842,58328,9.0
26843,64245,91.0
26844,92555,7.0
26845,27733,7.0
26846,59756,27.0
26847,14780,31.0
26848,27229,71.0
26849,90755,24.0
26850,90089,28.0
26851,6729,105.0
26852,11199,7.0
26853,43365,32.0
26854,8049,27.0
26855,29710,9.0
26856,57728,28.0
26857,71102,102.0
26858,68570,44.0
26859,81510,25.0
26860,92457,28.0
26861,68981,12.0
26862,26263,15.0
26863,34476,35.0
26864,6784,68.0
26865,40452,31.0
26866,20130,8.0
26867,46848,25.0
26868,16167,36.0
26869,19380,83.0
26870,81254,7.0
26871,45830,9.0
26872,65186,26.0
26873,28942,8.0
26874,44722,32.0
26875,63699,33.0
26876,92520,7.0
26877,18394,9.0
26878,15769,31.0
26879,29926,33.0
26880,40231,16.0
26881,72034,5.0
26882,81437,8.0
26883,42690,16.0
26884,80285,32.0
26885,22753,7.0
26886,70453,24.0
26887,79487,35.0
26888,5009,37.0
26889,8693,13.0
26890,21371,13.0
26891,29528,28.0
26892,57148,9.0
26893,65954,29.0
26894,92298,11.0
26895,90147,4.0
26896,93864,25.0
26897,21784,100.0
26898,50659,71.0
26899,27432,85.0
26900,31087,9.0
26901,53522,31.0
26902,61785,32.0
26903,67017,9.0
26904,79644,28.0
26905,13179,11.0
26906,21899,104.0
26907,7792,27.0
26908,22329,7.0
26909,34629,9.0
26910,51814,36.0
26911,54612,87.0
26912,56962,5.0
26913,75560,27.0
26914,33082,28.0
26915,75270,11.0
26916,80557,33.0
26917,26985,36.0
26918,33101,71.0
26919,49647,10.0
26920,63201,13.0
26921,76733,9.0
26922,87482,8.0
26923,5707,15.0
26924,10018,31.0
26925,5742,11.0
26926,8351,9.0
26927,83466,7.0
26928,94294,33.0
26929,77157,29.0
26930,88979,13.0
26931,94372,3.0
26932,54022,5.0
26933,59107,9.0
26934,61498,5.0
26935,48819,50.0
26936,70534,30.0
26937,91382,23.0
26938,54316,27.0
26939,65321,29.0
26940,22785,31.0
26941,32140,29.0
26942,83780,36.0
26943,82322,29.0
26944,90615,23.0
26945,4314,11.0
26946,38634,71.0
26947,42567,33.0
26948,16846,75.0
26949,69004,75.0
26950,31015,13.0
26951,66422,5.0
26952,13820,27.0
26953,68072,31.0
26954,90043,32.0
26955,50361,12.0
26956,5091,124.0
26957,61851,5.0
26958,78587,31.0
26959,82725,9.0
26960,63298,100.0
26961,78319,12.0
26962,82370,7.0
26963,92369,66.0
26964,4205,31.0
26965,39153,27.0
26966,76833,28.0
26967,16320,16.0
26968,20333,100.0
26969,31969,64.0
26970,48266,27.0
26971,66750,35.0
26972,76097,12.0
26973,35230,53.0
26974,66764,18.0
26975,93119,27.0
26976,35420,27.0
26977,37082,10.0
26978,49702,29.0
26979,6049,29.0
26980,21161,
26981,33803,30.0
26982,9865,
26983,30392,7.0
26984,76267,8.0
26985,35680,28.0
26986,57941,14.0
26987,91549,27.0
26988,33588,9.0
26989,76764,27.0
26990,85733,35.0
26991,55717,10.0
26992,90971,35.0
26993,24096,9.0
26994,37151,35.0
26995,47049,
26996,68911,29.0
26997,14363,13.0
26998,58184,7.0
26999,94175,13.0
27000,38339,36.0
27001,6322,32.0
27002,44494,27.0
27003,57542,14.0
27004,60052,7.0
27005,64858,32.0
27006,74840,24.0
27007,13993,101.0
27008,26432,32.0
27009,41919,9.0
27010,70950,7.0
27011,76547,32.0
27012,77010,27.0
27013,81608,12.0
27014,2843,7.0
27015,8859,27.0
27016,15886,33.0
27017,88435,29.0
27018,484,104.0
27019,56749,35.0
27020,67618,5.0
27021,18200,100.0
27022,22390,100.0
27023,56088,87.0
27024,9723,29.0
27025,28261,5.0
27026,32494,16.0
27027,62172,68.0
27028,27106,85.0
27029,32263,5.0
27030,42725,29.0
27031,4441,11.0
27032,50633,32.0
27033,22457,29.0
27034,73055,28.0
27035,12993,13.0
27036,24107,82.0
27037,60546,29.0
27038,78128,72.0
27039,66585,9.0
27040,29677,31.0
27041,33137,7.0
27042,43334,25.0
27043,87765,8.0
27044,88425,25.0
27045,94375,5.0
27046,3143,30.0
27047,50039,9.0
27048,33863,33.0
27049,72871,27.0
27050,7643,7.0
27051,34310,33.0
27052,13989,
27053,36937,13.0
27054,1324,85.0
27055,56440,30.0
27056,60153,
27057,85362,3.0
27058,88567,12.0
27059,64839,27.0
27060,87915,27.0
27061,11016,
27062,34238,29.0
27063,52654,27.0
27064,61866,27.0
27065,71924,11.0
27066,34868,29.0
27067,38163,29.0
27068,49435,33.0
27069,763,27.0
27070,15468,11.0
27071,40546,29.0
27072,77244,10.0
27073,91059,29.0
27074,5255,29.0
27075,28824,67.0
27076,51118,
27077,65524,27.0
27078,84186,16.0
27079,27498,5.0
27080,58358,15.0
27081,65356,7.0
27082,80137,34.0
27083,8953,25.0
27084,69819,27.0
27085,86346,27.0
27086,50018,32.0
27087,69110,27.0
27088,27147,85.0
27089,88555,42.0
27090,35058,27.0
27091,39930,9.0
27092,49107,30.0
27093,52788,8.0
27094,58498,51.0
27095,72124,27.0
27096,91048,27.0
27097,45093,68.0
27098,56222,32.0
27099,30578,9.0
27100,53149,25.0
27101,79260,28.0
27102,5573,
27103,37743,12.0
27104,47613,30.0
27105,59202,12.0
27106,63334,29.0
27107,78412,6.0
27108,20247,27.0
27109,30999,27.0
27110,52487,55.0
27111,58410,29.0
27112,19143,32.0
27113,27705,113.0
27114,15731,54.0
27115,53380,9.0
27116,75704,27.0
27117,94449,84.0
27118,21476,68.0
27119,49501,33.0
27120,68778,16.0
27121,86767,8.0
27122,6438,105.0
27123,25175,9.0
27124,76428,32.0
27125,83207,100.0
27126,1130,104.0
27127,52655,15.0
27128,58465,12.0
27129,77480,29.0
27130,87573,30.0
27131,68681,15.0
27132,23751,85.0
27133,71008,29.0
27134,86980,10.0
27135,90391,27.0
27136,64250,13.0
27137,15684,10.0
27138,41583,8.0
27139,81093,27.0
27140,14091,49.0
27141,32113,27.0
27142,66620,32.0
27143,79169,12.0
27144,3131,85.0
27145,70999,9.0
27146,51833,25.0
27147,71483,31.0
27148,92154,9.0
27149,45080,
27150,49500,10.0
27151,13325,100.0
27152,22404,86.0
27153,27217,86.0
27154,62898,32.0
27155,79433,25.0
27156,83134,14.0
27157,28004,32.0
27158,64187,27.0
27159,11618,
27160,44523,8.0
27161,74111,12.0
27162,19631,13.0
27163,25062,25.0
27164,35642,16.0
27165,91884,47.0
27166,44679,27.0
27167,80762,31.0
27168,6823,27.0
27169,18195,30.0
27170,41285,28.0
27171,65877,14.0
27172,89702,29.0
27173,12013,31.0
27174,70470,5.0
27175,47963,7.0
27176,86073,16.0
27177,92468,12.0
27178,63599,70.0
27179,84252,13.0
27180,2425,10.0
27181,14890,87.0
27182,4801,34.0
27183,39696,5.0
27184,77416,12.0
27185,88544,32.0
27186,19757,104.0
27187,41552,10.0
27188,46038,13.0
27189,40154,11.0
27190,67940,29.0
27191,26980,82.0
27192,68545,25.0
27193,11954,11.0
27194,48112,27.0
27195,365,14.0
27196,86859,29.0
27197,12307,102.0
27198,45418,14.0
27199,13019,12.0
27200,49488,13.0
27201,89952,4.0
27202,11794,27.0
27203,24733,87.0
27204,48728,32.0
27205,84767,16.0
27206,5637,11.0
27207,18833,15.0
27208,70558,
27209,1163,104.0
27210,44414,
27211,46877,9.0
27212,52179,27.0
27213,84865,33.0
27214,69154,9.0
27215,74874,29.0
27216,83169,29.0
27217,90958,11.0
27218,10846,
27219,83517,31.0
27220,32912,14.0
27221,32195,29.0
27222,2366,89.0
27223,15960,129.0
27224,2677,100.0
27225,9481,127.0
27226,73083,5.0
27227,31641,5.0
27228,93934,29.0
27229,12624,7.0
27230,33837,12.0
27231,15132,13.0
27232,23321,5.0
27233,48574,48.0
27234,52680,7.0
27235,83546,36.0
27236,8586,86.0
27237,58440,
27238,28918,11.0
27239,37628,82.0
27240,66008,27.0
27241,70503,31.0
27242,78574,64.0
27243,93466,66.0
27244,20191,27.0
27245,32996,31.0
27246,38166,8.0
27247,6819,100.0
27248,29243,36.0
27249,62379,16.0
27250,79064,9.0
27251,20980,36.0
27252,79970,19.0
27253,71872,9.0
27254,28096,12.0
27255,32445,34.0
27256,36456,33.0
27257,44501,27.0
27258,80309,5.0
27259,13811,13.0
27260,74649,27.0
27261,2937,27.0
27262,26363,100.0
27263,39781,
27264,65244,28.0
27265,87079,12.0
27266,6553,100.0
27267,17645,104.0
27268,45864,32.0
27269,81249,12.0
27270,41727,33.0
27271,57005,46.0
27272,63301,29.0
27273,9260,18.0
27274,21102,
27275,82247,29.0
27276,32530,29.0
27277,37913,26.0
27278,70111,86.0
27279,78451,29.0
27280,62288,18.0
27281,85789,40.0
27282,7360,27.0
27283,63399,31.0
27284,78400,25.0
27285,90296,30.0
27286,24773,30.0
27287,75566,33.0
27288,24564,85.0
27289,46680,6.0
27290,60322,13.0
27291,49827,100.0
27292,56138,85.0
27293,89151,27.0
27294,62182,31.0
27295,85297,29.0
27296,10917,25.0
27297,32479,29.0
27298,60656,29.0
27299,89864,28.0
27300,49674,32.0
27301,68192,32.0
27302,7291,97.0
27303,54260,12.0
27304,79347,13.0
27305,12488,
27306,64373,11.0
27307,465,104.0
27308,50186,31.0
27309,91741,87.0
27310,12086,9.0
27311,61602,9.0
27312,75509,33.0
27313,6780,85.0
27314,29192,31.0
27315,8312,29.0
27316,67616,33.0
27317,38874,25.0
27318,89577,25.0
27319,9936,
27320,39789,9.0
27321,393,13.0
27322,22015,102.0
27323,1171,85.0
27324,11485,14.0
27325,14640,90.0
27326,69595,9.0
27327,10306,
27328,26812,46.0
27329,9177,15.0
27330,79902,4.0
27331,9651,33.0
27332,53575,27.0
27333,23409,
27334,19146,104.0
27335,56163,29.0
27336,18776,13.0
27337,66365,12.0
27338,31925,11.0
27339,49808,9.0
27340,58631,16.0
27341,34282,3.0
27342,5818,27.0
27343,82580,7.0
27344,36311,111.0
27345,35487,12.0
27346,7453,33.0
27347,74391,10.0
27348,46761,7.0
27349,74444,9.0
27350,917,104.0
27351,15895,32.0
27352,30562,32.0
27353,51206,24.0
27354,82935,
27355,71540,25.0
27356,94311,82.0
27357,1306,30.0
27358,15773,40.0
27359,63112,14.0
27360,35582,70.0
27361,68271,27.0
27362,16745,12.0
27363,37786,37.0
27364,52693,6.0
27365,71629,25.0
27366,15506,32.0
27367,26840,26.0
27368,57107,33.0
27369,46583,14.0
27370,38323,18.0
27371,41582,8.0
27372,26449,104.0
27373,40111,85.0
27374,93549,13.0
27375,9684,
27376,15860,66.0
27377,48361,10.0
27378,73351,7.0
27379,47789,19.0
27380,4340,102.0
27381,74265,9.0
27382,88718,11.0
27383,34930,29.0
27384,17929,67.0
27385,36087,16.0
27386,67627,7.0
27387,72004,11.0
27388,82339,11.0
27389,40129,15.0
27390,69342,14.0
27391,88416,8.0
27392,15943,31.0
27393,19683,104.0
27394,83757,24.0
27395,63434,68.0
27396,530,89.0
27397,10233,102.0
27398,75505,100.0
27399,61460,29.0
27400,20289,85.0
27401,39722,7.0
27402,42918,100.0
27403,47167,29.0
27404,66350,20.0
27405,14116,91.0
27406,59349,25.0
27407,64028,51.0
27408,10022,
27409,38077,25.0
27410,84617,
27411,40183,27.0
27412,52685,27.0
27413,57615,
27414,72500,13.0
27415,81265,12.0
27416,4546,7.0
27417,19877,10.0
27418,42,107.0
27419,11510,
27420,45720,53.0
27421,74908,24.0
27422,79550,16.0
27423,86042,68.0
27424,92902,18.0
27425,1164,100.0
27426,36452,29.0
27427,68980,66.0
27428,22407,89.0
27429,32514,100.0
27430,69120,7.0
27431,3019,11.0
27432,18686,33.0
27433,10525,104.0
27434,81088,7.0
27435,31330,72.0
27436,15519,27.0
27437,51710,13.0
27438,88066,9.0
27439,25913,86.0
27440,38717,82.0
27441,65472,51.0
27442,10819,
27443,46373,70.0
27444,72103,72.0
27445,81208,7.0
27446,69845,9.0
27447,21998,27.0
27448,29477,28.0
27449,52496,9.0
27450,62162,5.0
27451,76571,4.0
27452,2842,27.0
27453,2407,
27454,6414,33.0
27455,29800,33.0
27456,23625,124.0
27457,44104,30.0
27458,32697,5.0
27459,86032,47.0
27460,88711,27.0
27461,39999,12.0
27462,87074,29.0
27463,8633,90.0
27464,44176,9.0
27465,55106,14.0
27466,76831,27.0
27467,88932,9.0
27468,13729,28.0
27469,18128,28.0
27470,28735,67.0
27471,53299,51.0
27472,66313,99.0
27473,76776,1.0
27474,65228,25.0
27475,47956,11.0
27476,60381,29.0
27477,92680,34.0
27478,23911,25.0
27479,26256,16.0
27480,67327,16.0
27481,76673,12.0
27482,91542,31.0
27483,17218,68.0
27484,24515,16.0
27485,33689,9.0
27486,38608,9.0
27487,74236,11.0
27488,26752,14.0
27489,43456,11.0
27490,1509,90.0
27491,85709,9.0
27492,24136,
27493,73203,12.0
27494,22417,31.0
27495,36264,70.0
27496,67689,74.0
27497,72292,99.0
27498,34240,48.0
27499,49409,28.0
27500,60684,55.0
27501,74157,
27502,29688,31.0
27503,45372,9.0
27504,88587,27.0
27505,11263,32.0
27506,56914,27.0
27507,74481,14.0
27508,77380,30.0
27509,87657,49.0
27510,4547,104.0
27511,82004,7.0
27512,7202,100.0
27513,13119,100.0
27514,63672,101.0
27515,67611,13.0
27516,76272,100.0
27517,61873,33.0
27518,65769,29.0
27519,3983,124.0
27520,67106,27.0
27521,45319,28.0
27522,21058,124.0
27523,88556,32.0
27524,1378,85.0
27525,10791,31.0
27526,30698,7.0
27527,5049,19.0
27528,19113,29.0
27529,27308,
27530,77845,16.0
27531,92405,33.0
27532,41017,33.0
27533,61944,85.0
27534,78543,33.0
27535,9435,64.0
27536,55741,17.0
27537,64568,7.0
27538,46136,9.0
27539,66494,63.0
27540,27484,100.0
27541,36291,30.0
27542,89510,24.0
27543,39265,28.0
27544,66991,5.0
27545,71605,28.0
27546,9249,117.0
27547,11166,86.0
27548,32002,34.0
27549,48183,11.0
27550,51306,9.0
27551,8600,70.0
27552,57858,27.0
27553,55515,7.0
27554,46143,40.0
27555,19321,35.0
27556,73807,13.0
27557,92519,15.0
27558,34594,7.0
27559,50568,28.0
27560,68642,10.0
27561,16522,31.0
27562,79720,28.0
27563,62224,89.0
27564,10202,50.0
27565,42442,27.0
27566,74315,
27567,87778,8.0
27568,26170,90.0
27569,33184,9.0
27570,76395,
27571,94240,29.0
27572,3331,15.0
27573,36167,9.0
27574,44609,27.0
27575,53684,6.0
27576,92050,29.0
27577,30507,12.0
27578,54762,25.0
27579,43166,12.0
27580,55868,14.0
27581,55892,27.0
27582,76078,28.0
27583,36625,35.0
27584,62532,11.0
27585,74159,102.0
27586,18365,27.0
27587,78487,16.0
27588,11963,
27589,19541,67.0
27590,38169,32.0
27591,71762,32.0
27592,82582,8.0
27593,42327,51.0
27594,81882,9.0
27595,43715,48.0
27596,47691,5.0
27597,41849,33.0
27598,67682,27.0
27599,72158,29.0
27600,45897,33.0
27601,60862,10.0
27602,65361,5.0
27603,37061,29.0
27604,88594,12.0
27605,33473,27.0
27606,39471,33.0
27607,70270,7.0
27608,72787,29.0
27609,74616,84.0
27610,19469,71.0
27611,83817,11.0
27612,21813,32.0
27613,38482,29.0
27614,52492,5.0
27615,39212,29.0
27616,46629,32.0
27617,60613,27.0
27618,74716,11.0
27619,8806,126.0
27620,29401,15.0
27621,56488,14.0
27622,66219,16.0
27623,90767,28.0
27624,8744,85.0
27625,75436,31.0
27626,72638,9.0
27627,92488,12.0
27628,51535,32.0
27629,59791,72.0
27630,65511,9.0
27631,14270,12.0
27632,90071,24.0
27633,58742,25.0
27634,4572,
27635,35960,33.0
27636,524,108.0
27637,4860,104.0
27638,45517,7.0
27639,49264,11.0
27640,4889,13.0
27641,16573,85.0
27642,32377,12.0
27643,27246,109.0
27644,39687,25.0
27645,69864,66.0
27646,79022,24.0
27647,4002,38.0
27648,7456,89.0
27649,76358,34.0
27650,78563,16.0
27651,82729,23.0
27652,18359,104.0
27653,21879,12.0
27654,59767,32.0
27655,90580,6.0
27656,72967,23.0
27657,24500,33.0
27658,56937,12.0
27659,60739,89.0
27660,66687,6.0
27661,4007,
27662,19416,29.0
27663,34406,18.0
27664,42285,29.0
27665,68145,10.0
27666,3020,10.0
27667,22380,105.0
27668,75570,8.0
27669,11580,7.0
27670,14556,114.0
27671,47131,5.0
27672,55443,8.0
27673,57920,7.0
27674,5640,
27675,24931,100.0
27676,33551,68.0
27677,59842,75.0
27678,86381,7.0
27679,91211,27.0
27680,6877,122.0
27681,26219,8.0
27682,59775,101.0
27683,89719,5.0
27684,91403,13.0
27685,7920,85.0
27686,10569,
27687,24913,12.0
27688,36338,13.0
27689,44294,66.0
27690,94063,9.0
27691,49528,9.0
27692,4444,
27693,82443,32.0
27694,13545,13.0
27695,17934,100.0
27696,50671,15.0
27697,57980,11.0
27698,77207,12.0
27699,19365,
27700,31951,
27701,29599,5.0
27702,41798,9.0
27703,61799,36.0
27704,52469,7.0
27705,65469,85.0
27706,72246,9.0
27707,20673,11.0
27708,37550,26.0
27709,66005,12.0
27710,76865,51.0
27711,3837,89.0
27712,44594,29.0
27713,15677,100.0
27714,79127,29.0
27715,27674,86.0
27716,16715,30.0
27717,54400,37.0
27718,2373,100.0
27719,23608,13.0
27720,27574,100.0
27721,41524,27.0
27722,48984,25.0
27723,20379,7.0
27724,35835,9.0
27725,55593,29.0
27726,74971,28.0
27727,8516,85.0
27728,37084,100.0
27729,50036,27.0
27730,64620,27.0
27731,71139,29.0
27732,92698,14.0
27733,58482,29.0
27734,89914,24.0
27735,11896,100.0
27736,27059,9.0
27737,42820,14.0
27738,64492,
27739,58782,15.0
27740,63431,16.0
27741,38466,30.0
27742,43881,36.0
27743,11891,
27744,18694,50.0
27745,36038,35.0
27746,52853,36.0
27747,40721,31.0
27748,46816,29.0
27749,93113,25.0
27750,81556,25.0
27751,31221,29.0
27752,5758,33.0
27753,21225,97.0
27754,5092,25.0
27755,39675,9.0
27756,72609,30.0
27757,7613,86.0
27758,12484,104.0
27759,29165,29.0
27760,43039,7.0
27761,39679,13.0
27762,7346,
27763,38471,28.0
27764,43137,33.0
27765,81450,7.0
27766,86462,7.0
27767,28338,31.0
27768,63641,51.0
27769,80018,7.0
27770,3082,104.0
27771,21293,100.0
27772,32436,11.0
27773,78420,8.0
27774,82891,12.0
27775,63065,47.0
27776,58830,27.0
27777,48422,35.0
27778,4459,36.0
27779,80656,28.0
27780,27749,72.0
27781,15610,68.0
27782,76671,52.0
27783,80151,29.0
27784,87210,16.0
27785,9030,27.0
27786,43094,23.0
27787,20351,33.0
27788,63135,7.0
27789,37109,13.0
27790,58534,25.0
27791,71731,15.0
27792,93279,11.0
27793,50880,
27794,90244,4.0
27795,5880,66.0
27796,25135,29.0
27797,73339,24.0
27798,93569,21.0
27799,24804,85.0
27800,79188,5.0
27801,18831,28.0
27802,27304,15.0
27803,63987,31.0
27804,59096,33.0
27805,63258,31.0
27806,38901,55.0
27807,41829,100.0
27808,45962,8.0
27809,5024,29.0
27810,80138,25.0
27811,84520,36.0
27812,6824,
27813,10095,70.0
27814,89082,24.0
27815,6613,18.0
27816,32051,12.0
27817,45443,36.0
27818,57927,7.0
27819,49561,29.0
27820,59163,28.0
27821,7378,70.0
27822,70507,27.0
27823,31814,36.0
27824,50743,33.0
27825,9012,
27826,75821,30.0
27827,80967,4.0
27828,5321,116.0
27829,29147,25.0
27830,18009,33.0
27831,33541,5.0
27832,2776,100.0
27833,22454,9.0
27834,90841,27.0
27835,29377,44.0
27836,69320,11.0
27837,34635,29.0
27838,39289,27.0
27839,46876,7.0
27840,58943,12.0
27841,2551,100.0
27842,21289,85.0
27843,5535,
27844,25651,27.0
27845,6870,85.0
27846,12468,100.0
27847,24463,100.0
27848,58908,9.0
27849,93718,23.0
27850,10943,104.0
27851,22896,17.0
27852,49165,67.0
27853,5223,9.0
27854,13415,
27855,46808,32.0
27856,82711,36.0
27857,16533,85.0
27858,22539,100.0
27859,27716,74.0
27860,43082,28.0
27861,2158,89.0
27862,41705,12.0
27863,62047,29.0
27864,66446,12.0
27865,82512,28.0
27866,36674,12.0
27867,54800,12.0
27868,57668,20.0
27869,70881,34.0
27870,82923,25.0
27871,7051,9.0
